id	name	expansion	weight
80347	Lagrella, the Magpie	SNC	360.00
80357	Ob Nixilis, the Adversary	SNC	360.00
80858	A-Omnath, Locus of Creation	ZNR	360.00
81075	A-Phylath, World Sculptor	ZNR	360.00
81831	Catti-brie of Mithral Hall	HBG	360.00
81837	Krydle of Baldur's Gate	HBG	360.00
81841	Minsc & Boo, Timeless Heroes	HBG	360.00
81842	Nalia de'Arnise	HBG	360.00
81845	Prosper, Tome-Bound	HBG	360.00
81846	Raggadragga, Goreguts Boss	HBG	360.00
81893	A-Minsc & Boo, Timeless Heroes	HBG	360.00
81918	A-Tyvar Kell	KHM	360.00
81932	A-Bruenor Battlehammer	AFR	360.00
82136	Braids, Arisen Nightmare	DMU	360.00
82198	Squee, Dubious Monarch	DMU	360.00
82253	Ivy, Gleeful Spellthief	DMU	360.00
82266	Rith, Liberated Primeval	DMU	360.00
82274	Tatyova, Steward of Tides	DMU	360.00
82502	Myrel, Shield of Argive	BRO	360.00
82670	Gwenna, Eyes of Gaea	BRO	360.00
82696	Hajar, Loyal Bodyguard	BRO	360.00
82697	Harbin, Vanguard Aviator	BRO	360.00
83081	Laelia, the Blade Reforged	C21	360.00
83710	Elesh Norn, Mother of Machines	ONE	360.00
83733	Skrelv, Defector Mite	ONE	360.00
83798	Karumonix, the Rat King	ONE	360.00
83838	Koth, Fire of Resistance	ONE	360.00
83875	Nissa, Ascended Animist	ONE	360.00
83886	Thrun, Breaker of Silence	ONE	360.00
83895	Zopandrel, Hunger Dominus	ONE	360.00
83902	Glissa Sunslayer	ONE	360.00
83903	Jor Kadeen, First Goldwarden	ONE	360.00
84187	Jarsyl, Dark Age Scion	Y23	360.00
84189	Raddic, Tal Zealot	Y23	360.00
84338	Rona, Herald of Invasion	MOM	360.00
84398	Sheoldred	MOM	360.00
84408	Chandra, Hope's Beacon	MOM	360.00
84452	Urabrask	MOM	360.00
84506	Vorinclex	MOM	360.00
84564	Zimone and Dina	MOM	360.00
84565	Zurgo and Ojutai	MOM	360.00
84710	Frodo, Sauron's Bane	LTR	360.00
84806	Witch-king of Angmar	LTR	360.00
84876	Radagast the Brown	LTR	360.00
84893	Éowyn, Fearless Knight	LTR	360.00
84894	Faramir, Prince of Ithilien	LTR	360.00
84897	Frodo Baggins	LTR	360.00
84925	Théoden, King of Rohan	LTR	360.00
84983	Gollum, Scheming Guide	LTR	360.00
85078	Nissa, Resurgent Animist	MAT	360.00
85094	Narset, Enlightened Exile	MAT	360.00
85097	Ob Nixilis, Captive Kingpin	MAT	360.00
85477	Goro-Goro and Satoru	MOC	360.00
85479	Slimefoot and Squee	MOC	360.00
85519	Anafenza, Kin-Tree Spirit	MUL	360.00
85521	Elesh Norn, Grand Cenobite	MUL	360.00
85525	Thalia, Guardian of Thraben	MUL	360.00
85531	Ayara, First of Locthwain	MUL	360.00
85535	Skithiryx, the Blight Dragon	MUL	360.00
85542	Valduk, Keeper of the Flame	MUL	360.00
85545	Goreclaw, Terror of Qal Sisma	MUL	360.00
85551	Atraxa, Praetors' Voice	MUL	360.00
85552	Atris, Oracle of Half-Truths	MUL	360.00
85553	Aurelia, the Warleader	MUL	360.00
85561	Imoti, Celebrant of Bounty	MUL	360.00
85582	Yorion, Sky Nomad	MUL	360.00
86075	Odric, Lunarch Marshal	SIR	360.00
86085	Thalia, Heretic Cathar	SIR	360.00
86302	Tamiyo, Field Researcher	SIR	360.00
86371	Avacyn, Angel of Hope	SIS	360.00
86460	Ghalma the Shaper	Y23	360.00
86606	Emrakul, the Promised End	SIR	360.00
86771	Ashiok, Wicked Manipulator	WOE	360.00
86793	Lord Skitter, Sewer King	WOE	360.00
86830	Goddric, Cloaked Reveler	WOE	360.00
86911	Ash, Party Crasher	WOE	360.00
86925	Talion, the Kindly Lord	WOE	360.00
86927	Troyan, Gutsy Explorer	WOE	360.00
87104	A-Krydle of Baldur's Gate	AFR	360.00
87128	A-Krydle of Baldur's Gate	HBG	360.00
87310	Ojer Axonil, Deepest Might	LCI	360.00
87339	Ghalta, Stampede Tyrant	LCI	360.00
87362	Ojer Kaslem, Deepest Growth	LCI	360.00
87381	Amalia Benavides Aguirre	LCI	360.00
89098	Agrus Kos, Spirit of Justice	MKM	360.00
89100	Anzrag, the Quake-Mole	MKM	360.00
89220	Tomik, Wielder of Law	MKM	360.00
90358	Fortune, Loyal Steed	OTJ	360.00
90435	Gisa, the Hellraiser	OTJ	360.00
90455	Tinybones, the Pickpocket	OTJ	360.00
90479	Magda, the Hoardmaster	OTJ	360.00
90503	Bristly Bill, Spine Sower	OTJ	360.00
90551	Ghired, Mirror of the Wilds	OTJ	360.00
90557	Kambal, Profiteering Mayor	OTJ	360.00
90565	Malcolm, the Eyes	OTJ	360.00
90576	Satoru, the Infiltrator	OTJ	360.00
90772	Admiral Brass, Unsinkable	LCC	360.00
90773	Clavileño, First of the Blessed	LCC	360.00
91334	A-Tatyova, Steward of Tides	DMU	360.00
91387	Emmara, Voice of the Conclave	Y24	360.00
91482	Stella Lee, Wild Card	OTC	360.00
71284	Zenith Flare	IKO	216.00
75196	Tibalt's Trickery	KHM	180.00
18892	Dragonstorm	SCG	45.00
18902	Stifle	SCG	45.00
38103	Tempered Steel	SOM	45.00
42482	Unburial Rites	ISD	45.00
47087	Knight of the Reliquary	CON	45.00
51435	Pack Rat	RTR	45.00
51691	Supreme Verdict	RTR	45.00
53447	Burning-Tree Emissary	GTC	45.00
54017	Doom Blade	M14	45.00
58009	Dig Through Time	KTK	45.00
58055	Treasure Cruise	KTK	45.00
58203	Hardened Scales	KTK	45.00
59771	Swords to Plowshares	VMA	45.00
60959	Atarka's Command	DTK	45.00
60975	Dromoka's Command	DTK	45.00
60981	Kolaghan's Command	DTK	45.00
64171	Smuggler's Copter	KLD	45.00
65961	Adanto Vanguard	XLN	45.00
66003	Legion's Landing	XLN	45.00
66029	Settle the Wreckage	XLN	45.00
66109	Search for Azcanta	XLN	45.00
66687	Curious Obsession	RIX	45.00
66703	Mist-Cloaked Herald	RIX	45.00
66819	Fanatical Firebrand	RIX	45.00
66839	Rekindling Phoenix	RIX	45.00
66947	Legion Lieutenant	RIX	45.00
67116	Benalish Marshal	DOM	45.00
67132	Dauntless Bodyguard	DOM	45.00
67146	History of Benalia	DOM	45.00
67216	Merfolk Trickster	DOM	45.00
67240	Tempest Djinn	DOM	45.00
67358	Ghitu Lavarunner	DOM	45.00
67362	Goblin Chainwhirler	DOM	45.00
67408	Wizard's Lightning	DOM	45.00
67468	Steel Leaf Champion	DOM	45.00
68294	Nexus of Fate	M19	45.00
68302	Mist-Cloaked Herald	M19	45.00
68560	Experimental Frenzy	GRN	45.00
68570	Legion Warboss	GRN	45.00
68574	Risk Factor	GRN	45.00
68576	Runaway Steam-Kin	GRN	45.00
68599	Nullhide Ferox	GRN	45.00
68626	Deafening Clarion	GRN	45.00
69155	Tithe Taker	RNA	45.00
69230	Gates Ablaze	RNA	45.00
69242	Skarrgan Hellkite	RNA	45.00
69254	Gatebreaker Ram	RNA	45.00
69256	Growth-Chamber Guardian	RNA	45.00
69277	Wilderness Reclamation	RNA	45.00
69279	Absorb	RNA	45.00
69307	Gruul Spellbreaker	RNA	45.00
69311	Hydroid Krasis	RNA	45.00
69315	Kaya's Wrath	RNA	45.00
69328	Ravager Wurm	RNA	45.00
69380	Gate Colossus	RNA	45.00
69646	Enter the God-Eternals	WAR	45.00
69658	Oath of Kaya	WAR	45.00
69699	Mobilized District	WAR	45.00
69795	Cavalier of Dawn	M20	45.00
69835	Brineborn Cutthroat	M20	45.00
69837	Cavalier of Gales	M20	45.00
69879	Cavalier of Night	M20	45.00
69935	Marauding Raptor	M20	45.00
69952	Cavalier of Thorns	M20	45.00
69970	Nightpack Ambusher	M20	45.00
70156	The Circle of Loyalty	ELD	45.00
70186	Brazen Borrower	ELD	45.00
70197	Into the Story	ELD	45.00
70205	Mystical Dispute	ELD	45.00
70229	The Cauldron of Eternity	ELD	45.00
70244	Murderous Rider	ELD	45.00
70262	Bonecrusher Giant	ELD	45.00
70267	Embercleave	ELD	45.00
70271	Fervent Champion	ELD	45.00
70275	Irencrag Pyromancer	ELD	45.00
70284	Rimrock Knight	ELD	45.00
70285	Robber of the Rich	ELD	45.00
70298	Edgewall Innkeeper	ELD	45.00
70308	The Great Henge	ELD	45.00
70312	Lovestruck Beast	ELD	45.00
70328	Wicked Wolf	ELD	45.00
70334	Doom Foretold	ELD	45.00
70335	Drown in the Loch	ELD	45.00
70344	Oko, Thief of Crowns	ELD	45.00
70386	Castle Embereth	ELD	45.00
70387	Castle Garenbrig	ELD	45.00
70388	Castle Locthwain	ELD	45.00
70512	Alseid of Life's Bounty	THB	45.00
70524	Elspeth Conquers Death	THB	45.00
70525	Elspeth, Sun's Nemesis	THB	45.00
70548	Shatter the Sky	THB	45.00
70659	Phoenix of Ash	THB	45.00
70668	Storm's Wrath	THB	45.00
70747	Shadowspear	THB	45.00
71080	Flourishing Fox	IKO	45.00
71103	Valiant Rescuer	IKO	45.00
71127	Of One Mind	IKO	45.00
71133	Sea-Dasher Octopus	IKO	45.00
71134	Shark Typhoon	IKO	45.00
71158	Heartless Act	IKO	45.00
71194	Mythos of Vadrok	IKO	45.00
71252	Emergent Ultimatum	IKO	45.00
71256	Genesis Ultimatum	IKO	45.00
71287	Fiend Artisan	IKO	45.00
71381	Archmage's Charm	MH1	45.00
71439	Nether Spirit	MH1	45.00
71486	Seasoned Pyromancer	MH1	45.00
71491	Throes of Chaos	MH1	45.00
71783	Ugin, the Spirit Dragon	M21	45.00
71816	Seasoned Hallowblade	M21	45.00
71818	Selfless Savior	M21	45.00
71820	Speaker of the Heavens	M21	45.00
71856	Sublime Epiphany	M21	45.00
71907	Thieves' Guild Enforcer	M21	45.00
71946	Terror of the Peaks	M21	45.00
71961	Elder Gargaroth	M21	45.00
71986	Scavenging Ooze	M21	45.00
72021	Solemn Simulacrum	M21	45.00
72210	Curious Obsession	JMP	45.00
72228	Rattlechains	JMP	45.00
72308	Languish	JMP	45.00
72377	Fanatical Firebrand	JMP	45.00
72396	Hellrider	JMP	45.00
72434	Young Pyromancer	JMP	45.00
72447	Craterhoof Behemoth	JMP	45.00
72504	Wall of Blossoms	JMP	45.00
73194	Emeria's Call	ZNR	45.00
73199	Felidar Retreat	ZNR	45.00
73207	Legion Angel	ZNR	45.00
73208	Luminarch Aspirant	ZNR	45.00
73212	Maul of the Skyclaves	ZNR	45.00
73226	Skyclave Apparition	ZNR	45.00
73257	Lullmage's Domination	ZNR	45.00
73261	Merfolk Windrobber	ZNR	45.00
73266	Ruin Crab	ZNR	45.00
73267	Sea Gate Restoration	ZNR	45.00
73269	Sea Gate Stormcaller	ZNR	45.00
73284	Agadeem's Awakening	ZNR	45.00
73313	Nighthawk Scavenger	ZNR	45.00
73324	Skyclave Shade	ZNR	45.00
73340	Fireblade Charger	ZNR	45.00
73363	Shatterskull Smashing	ZNR	45.00
73402	Lotus Cobra	ZNR	45.00
73425	Turntimber Symbiosis	ZNR	45.00
73448	Soaring Thought-Thief	ZNR	45.00
73781	Cast Out	AKR	45.00
73820	Wrath of God	AKR	45.00
73828	Commit // Memory	AKR	45.00
73849	Pact of Negation	AKR	45.00
73905	Thoughtseize	AKR	45.00
73935	Glorybringer	AKR	45.00
73966	Collected Company	AKR	45.00
75056	Rally the Ranks	KHM	45.00
75059	Resplendent Marshal	KHM	45.00
75061	Righteous Valkyrie	KHM	45.00
75072	Usher of the Fallen	KHM	45.00
75079	Alrund's Epiphany	KHM	45.00
75118	Blood on the Snow	KHM	45.00
75174	Dragonkin Berserker	KHM	45.00
75182	Goldspan Dragon	KHM	45.00
75204	Battle Mammoth	KHM	45.00
75206	Blizzard Brawl	KHM	45.00
75214	Esika's Chariot	KHM	45.00
75232	Old-Growth Troll	KHM	45.00
75276	Showdown of the Skalds	KHM	45.00
75305	Faceless Haven	KHM	45.00
75342	Valkyrie Harbinger	KHM	45.00
75585	Angel of Invention	KLR	45.00
75627	Glimmer of Genius	KLR	45.00
75648	Torrential Gearhulk	KLR	45.00
75714	Pia Nalaar	KLR	45.00
75789	Unlicensed Disintegration	KLR	45.00
75820	Heart of Kiran	KLR	45.00
76128	Sanctum Weaver	MH2	45.00
76135	Timeless Witness	MH2	45.00
76410	Elite Spellbinder	STX	45.00
76417	Professor of Symbology	STX	45.00
76560	Selfless Glyphweaver	STX	45.00
76573	Blade Historian	STX	45.00
76611	Magma Opus	STX	45.00
76622	Prismari Command	STX	45.00
76625	Quandrix Command	STX	45.00
76640	Silverquill Command	STX	45.00
76656	Witherbloom Command	STX	45.00
76988	Dragon's Rage Channeler	MH2	45.00
77134	Paladin Class	AFR	45.00
77183	Tasha's Hideous Laughter	AFR	45.00
77210	Gelatinous Cube	AFR	45.00
77307	Ranger Class	AFR	45.00
77316	Werewolf Pack Leader	AFR	45.00
77321	Adult Gold Dragon	AFR	45.00
77489	Swords to Plowshares	STA	45.00
77494	Counterspell	STA	45.00
77496	Mind's Desire	STA	45.00
77501	Time Warp	STA	45.00
77505	Dark Ritual	STA	45.00
77506	Demonic Tutor	STA	45.00
77507	Doom Blade	STA	45.00
77510	Inquisition of Kozilek	STA	45.00
77517	Faithless Looting	STA	45.00
77521	Lightning Bolt	STA	45.00
77522	Mizzix's Mastery	STA	45.00
77529	Channel	STA	45.00
77539	Electrolyze	STA	45.00
77541	Lightning Helix	STA	45.00
78331	Brutal Cathar	MID	45.00
78351	Homestead Courage	MID	45.00
78352	Intrepid Adversary	MID	45.00
78363	Sigardian Savior	MID	45.00
78383	Fading Hope	MID	45.00
78396	Memory Deluge	MID	45.00
78414	Spectral Adversary	MID	45.00
78417	Suspicious Stowaway	MID	45.00
78476	Bloodthirsty Adversary	MID	45.00
78565	Tovolar's Huntmaster	MID	45.00
78781	Cemetery Protector	VOW	45.00
78827	Voice of the Blessed	VOW	45.00
78828	Wedding Announcement	VOW	45.00
78850	Hullbreaker Horror	VOW	45.00
78908	Fell Stinger	VOW	45.00
78951	Cemetery Gatekeeper	VOW	45.00
78970	Kessig Wolfrider	VOW	45.00
79241	Blade Splicer	J21	45.00
79253	Restoration Angel	J21	45.00
79262	Thalia's Lieutenant	J21	45.00
79269	Dismiss	J21	45.00
79308	Foundry Street Denizen	J21	45.00
79335	Hardened Scales	J21	45.00
79455	The Restoration of Eiganjo	NEO	45.00
79526	Invoke Despair	NEO	45.00
79538	March of Wretched Sorrow	NEO	45.00
79570	Fable of the Mirror-Breaker	NEO	45.00
79633	Kami of Transience	NEO	45.00
79664	Jukai Naturalist	NEO	45.00
79685	Eater of Virtue	NEO	45.00
79913	Inquisitor Captain	Y22	45.00
79932	Citystalker Connoisseur	Y22	45.00
79937	Sanguine Brushstroke	Y22	45.00
79938	Sap Vitality	Y22	45.00
79951	Town-Razer Tyrant	Y22	45.00
79962	Tenacious Pup	Y22	45.00
80310	Titan of Industry	SNC	45.00
80316	Workshop Warchief	SNC	45.00
80397	Unlicensed Hearse	SNC	45.00
80853	A-Alrund's Epiphany	KHM	45.00
80855	A-Goldspan Dragon	KHM	45.00
80856	A-Esika's Chariot	KHM	45.00
81078	A-Faceless Haven	KHM	45.00
81079	A-Luminarch Aspirant	ZNR	45.00
81084	Mothrider Cavalry	Y22	45.00
81090	Saiba Syphoner	Y22	45.00
81102	Forgeborn Phoenix	Y22	45.00
81200	A-Hullbreaker Horror	VOW	45.00
81272	Tiefling Outcasts	HBG	45.00
81495	Klement, Novice Acolyte	HBG	45.00
81525	Gale, Conduit of the Arcane	HBG	45.00
81549	Shadowheart, Sharran Cleric	HBG	45.00
81573	Karlach, Raging Tiefling	HBG	45.00
81591	Lukamina, Moon Druid	HBG	45.00
81958	Cabaretti Revels	Y22	45.00
81963	Riveteers Provocateur	Y22	45.00
81964	Rope Line Attendant	Y22	45.00
82143	Drag to the Bottom	DMU	45.00
82494	Kayla's Reconstruction	BRO	45.00
82862	Wurmcoil Engine	BRR	45.00
83499	A-Dragon's Rage Channeler	MH2	45.00
83524	Smogbelcher Chariot	Y23	45.00
83525	Ghitu Embercoiler	Y23	45.00
83534	Bloodsprout Talisman	Y23	45.00
83538	Protean War Engine	Y23	45.00
84172	Piece It Together	Y23	45.00
84174	Penregon Besieged	Y23	45.00
86127	Rattlechains	SIR	45.00
86376	Feeling of Dread	SIS	45.00
86635	Snapcaster Mage	SIS	45.00
86649	Unburial Rites	SIS	45.00
86653	Faithless Looting	SIS	45.00
86741	Horned Loch-Whale	WOE	45.00
86811	Virtue of Persistence	WOE	45.00
86868	Blossoming Tortoise	WOE	45.00
87047	Land Tax	WOT	45.00
87065	Bitterblossom	WOT	45.00
87078	Blood Moon	WOT	45.00
87088	Sneak Attack	WOT	45.00
87090	Doubling Season	WOT	45.00
87093	Hardened Scales	WOT	45.00
88914	Show and Tell	SPG	45.00
88918	Crashing Footfalls	SPG	45.00
88920	Drown in the Loch	SPG	45.00
89131	Lightning Helix	MKM	45.00
90492	Slickshot Show-Off	OTJ	45.00
90495	Terror of the Peaks	OTJ	45.00
90652	Brazen Borrower	SPG	45.00
90706	Archmage's Charm	OTP	45.00
90709	Mana Drain	OTP	45.00
90716	Reanimate	OTP	45.00
90718	Thoughtseize	OTP	45.00
90750	Oko, Thief of Crowns	OTP	45.00
90764	Unlicensed Hearse	OTP	45.00
9135	Mind Stone	WTH	36.00
18187	Enchantress's Presence	ONS	36.00
19577	Phyrexian Arena	8ED	36.00
19995	Chalice of the Void	MRD	36.00
24649	Into the North	CSP	36.00
28373	Imperious Perfect	LRW	36.00
30893	Ranger of Eos	ALA	36.00
32276	Meddling Mage	ARB	36.00
32388	Maelstrom Pulse	ARB	36.00
38279	Sword of Body and Mind	SOM	36.00
